code,name,market,industry,listed
373200,엑스플러스,KOSDAQ,그외 기타 제품 제조업,2021-02-26
340930,성원에너텍,KOSDAQ,특수 목적용 기계 제조업,2021-02-25
189330,씨이랩,KOSDAQ,소프트웨어 개발 및 공급업,2021-02-24
322310,오로스테크놀로지,KOSDAQ,특수 목적용 기계 제조업,2021-02-24
239890,피엔에이치테크,KOSDAQ,기초 화학물질 제조업,2021-02-16
363260,모비데이즈,KOSDAQ,광고업,2021-02-10
262840,아이퀘스트,KOSDAQ,소프트웨어 개발 및 공급업,2021-02-05
277810,레인보우로보틱스,KOSDAQ,특수 목적용 기계 제조업,2021-02-03
321820,아티스트컴퍼니,KOSDAQ,창작 및 예술관련 서비스업,2021-02-03
163730,핑거,KOSDAQ,소프트웨어 개발 및 공급업,2021-01-29
348030,모비릭스,KOSDAQ,소프트웨어 개발 및 공급업,2021-01-28
352700,씨앤투스,KOSDAQ,화학섬유 제조업,2021-01-28
086710,선진뷰티사이언스,KOSDAQ,기타 화학제품 제조업,2021-01-27
236810,엔비티,KOSDAQ,광고업,2021-01-21
368770,파이버프로,KOSDAQ,측정  시험  항해  제어 및 기타 정밀기기 제조업; 광학기기 제외,2021-01-21
369370,블리츠웨이엔터테인먼트,KOSDAQ,창작 및 예술관련 서비스업,2020-12-23
357550,석경에이티,KOSDAQ,기초 화학물질 제조업,2020-12-23
314130,지놈앤컴퍼니,KOSDAQ,기초 의약물질 제조업,2020-12-23
335810,프리시젼바이오,KOSDAQ,의료용 기기 제조업,2020-12-22
347860,알체라,KOSDAQ,소프트웨어 개발 및 공급업,2020-12-21
365590,하이딥,KOSDAQ,반도체 제조업,2020-12-21
064850,에프앤가이드,KOSDAQ,기타 정보 서비스업,2020-12-17
356860,티엘비,KOSDAQ,전자부품 제조업,2020-12-14
352940,인바이오,KOSDAQ,비료  농약 및 살균  살충제 제조업,2020-12-11
354200,엔젠바이오,KOSDAQ,그외 기타 전문  과학 및 기술 서비스업,2020-12-10
317690,퀀타매트릭스,KOSDAQ,의료용 기기 제조업,2020-12-09
352770,셀레스트라,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,2020-12-04
318020,포인트모바일,KOSDAQ,컴퓨터 및 주변장치 제조업,2020-12-03
129890,앱코,KOSDAQ,컴퓨터 및 주변장치 제조업,2020-12-02
265740,엔에프씨,KOSDAQ,기타 화학제품 제조업,2020-12-02
199820,제일일렉트릭,KOSDAQ,전동기  발전기 및 전기 변환 · 공급 · 제어 장치 제조업,2020-11-26
299030,하나기술,KOSDAQ,특수 목적용 기계 제조업,2020-11-25
340570,티앤엘,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,2020-11-20
348150,고바이오랩,KOSDAQ,자연과학 및 공학 연구개발업,2020-11-18
330860,네패스아크,KOSDAQ,그외 기타 전문  과학 및 기술 서비스업,2020-11-17
290690,아리바이오홀딩스,KOSDAQ,전구 및 조명장치 제조업,2020-11-06
348350,위드텍,KOSDAQ,측정  시험  항해  제어 및 기타 정밀기기 제조업; 광학기기 제외,2020-10-30
347000,센코,KOSDAQ,측정  시험  항해  제어 및 기타 정밀기기 제조업; 광학기기 제외,2020-10-29
301300,바이브컴퍼니,KOSDAQ,소프트웨어 개발 및 공급업,2020-10-28
214610,롤링스톤,KOSDAQ,의료용 기기 제조업,2020-10-22
304840,피플바이오,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,2020-10-19
348210,넥스틴,KOSDAQ,특수 목적용 기계 제조업,2020-10-08
053080,케이엔솔,KOSDAQ,일반 목적용 기계 제조업,2020-09-24
126340,비나텍,KOSDAQ,일차전지 및 이차전지 제조업,2020-09-23
359090,씨엔알리서치,KOSDAQ,그외 기타 전문  과학 및 기술 서비스업,2020-09-23
323990,박셀바이오,KOSDAQ,자연과학 및 공학 연구개발업,2020-09-22
318410,비비씨,KOSDAQ,기타 화학제품 제조업,2020-09-21
355150,코스텍시스,KOSDAQ,반도체 제조업,2020-09-18
347770,핌스,KOSDAQ,전자부품 제조업,2020-09-18
291650,츌립앤사이언스,KOSDAQ,자연과학 및 공학 연구개발업,2020-09-16
294090,이오플로우,KOSDAQ,의료용 기기 제조업,2020-09-14
293490,카카오게임즈,KOSDAQ,소프트웨어 개발 및 공급업,2020-09-10
347740,피엔케이피부임상연구센타,KOSDAQ,그외 기타 전문  과학 및 기술 서비스업,2020-09-09
332370,아이디피,KOSDAQ,컴퓨터 및 주변장치 제조업,2020-08-24
331920,셀레믹스,KOSDAQ,기초 의약물질 제조업,2020-08-21
950190,고스트스튜디오,KOSDAQ,소프트웨어 개발 및 공급업,2020-08-18
337930,젝시믹스,KOSDAQ,기타 정보 서비스업,2020-08-13
060850,영림원소프트랩,KOSDAQ,소프트웨어 개발 및 공급업,2020-08-12
032300,한국파마,KOSDAQ,의약품 제조업,2020-08-10
357780,솔브레인,KOSDAQ,기타 화학제품 제조업,2020-08-06
332570,PS일렉트로닉스,KOSDAQ,전자부품 제조업,2020-07-31
101360,에코앤드림,KOSDAQ,일차전지 및 이차전지 제조업,2020-07-30
347890,엠엑스온,KOSDAQ,측정  시험  항해  제어 및 기타 정밀기기 제조업; 광학기기 제외,2020-07-29
298540,더네이쳐홀딩스,KOSDAQ,의복 액세서리 제조업,2020-07-27
225220,제놀루션,KOSDAQ,기초 의약물질 제조업,2020-07-24
304100,솔트룩스,KOSDAQ,소프트웨어 개발 및 공급업,2020-07-23
277880,티에스아이,KOSDAQ,특수 목적용 기계 제조업,2020-07-22
262260,에이프로,KOSDAQ,기타 전기장비 제조업,2020-07-16
950200,소마젠,KOSDAQ,그외 기타 전문  과학 및 기술 서비스업,2020-07-13
290520,신도기연,KOSDAQ,특수 목적용 기계 제조업,2020-07-06
330350,위더스제약,KOSDAQ,의약품 제조업,2020-07-03
169330,엠브레인,KOSDAQ,시장조사 및 여론조사업,2020-07-01
229000,젠큐릭스,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,2020-06-25
297890,HB솔루션,KOSDAQ,특수 목적용 기계 제조업,2020-06-22
351320,넥사다이내믹스,KOSDAQ,특수 목적용 기계 제조업,2020-06-22
298060,풍전약품,KOSDAQ,의약품 제조업,2020-06-17
353190,휴럼,KOSDAQ,기타 식품 제조업,2020-06-17
353810,이지바이오,KOSDAQ,동물용 사료 및 조제식품 제조업,2020-06-05
223250,드림씨아이에스,KOSDAQ,자연과학 및 공학 연구개발업,2020-05-22
198080,캐프,KOSDAQ,전자부품 제조업,2020-03-16
237820,플레이디,KOSDAQ,광고업,2020-03-12
092190,서울바이오시스,KOSDAQ,반도체 제조업,2020-03-06
204270,제이앤티씨,KOSDAQ,전자부품 제조업,2020-03-04
274090,켄코아에어로스페이스,KOSDAQ,항공기 우주선 및 부품 제조업,2020-03-03
294140,레몬,KOSDAQ,화학섬유 제조업,2020-02-28
294630,서남,KOSDAQ,기타 전기장비 제조업,2020-02-20
065370,위세아이텍,KOSDAQ,소프트웨어 개발 및 공급업,2020-02-10
340440,세림B&G,KOSDAQ,플라스틱제품 제조업,2019-12-27
311690,CJ 바이오사이언스,KOSDAQ,자연과학 및 공학 연구개발업,2019-12-26
062970,한국첨단소재,KOSDAQ,통신 및 방송 장비 제조업,2019-12-26
327260,RF머트리얼즈,KOSDAQ,전자부품 제조업,2019-12-24
339950,아이비김영,KOSDAQ,일반 교습 학원,2019-12-24
288330,파라택시스코리아,KOSDAQ,그외 기타 전문  과학 및 기술 서비스업,2019-12-20
340360,다보링크,KOSDAQ,통신 및 방송 장비 제조업,2019-12-19
235980,메드팩토,KOSDAQ,자연과학 및 공학 연구개발업,2019-12-19
336570,원텍,KOSDAQ,의료용 기기 제조업,2019-12-19
226330,신테카바이오,KOSDAQ,소프트웨어 개발 및 공급업,2019-12-17
322510,제이엘케이,KOSDAQ,소프트웨어 개발 및 공급업,2019-12-11
124560,태웅로직스,KOSDAQ,기타 운송관련 서비스업,2019-12-10
335870,윙스풋,KOSDAQ,섬유  의복  신발 및 가죽제품 소매업,2019-12-09
302550,리메드,KOSDAQ,의료용 기기 제조업,2019-12-06
336060,웨이버스,KOSDAQ,소프트웨어 개발 및 공급업,2019-11-28
278650,HLB바이오스텝,KOSDAQ,자연과학 및 공학 연구개발업,2019-11-27
321550,티움바이오,KOSDAQ,자연과학 및 공학 연구개발업,2019-11-22
297090,씨에스베어링,KOSDAQ,일반 목적용 기계 제조업,2019-11-21
103840,우양,KOSDAQ,과실  채소 가공 및 저장 처리업,2019-11-20
190650,코리아에셋투자증권,KOSDAQ,금융 지원 서비스업,2019-11-20
306040,에스제이그룹,KOSDAQ,가죽  가방 및 유사제품 제조업,2019-11-18
216080,제테마,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,2019-11-14
214260,라파스,KOSDAQ,기타 화학제품 제조업,2019-11-11
084850,아이티엠반도체,KOSDAQ,전자부품 제조업,2019-11-07
333430,일승,KOSDAQ,선박 및 보트 건조업,2019-11-06
279600,미디어젠,KOSDAQ,소프트웨어 개발 및 공급업,2019-11-05
322180,LS티라유텍,KOSDAQ,소프트웨어 개발 및 공급업,2019-10-31
333050,이노테나,KOSDAQ,소프트웨어 개발 및 공급업,2019-10-31
331520,밸로프,KOSDAQ,소프트웨어 개발 및 공급업,2019-10-29
317530,에피소드컴퍼니,KOSDAQ,영화  비디오물  방송프로그램 제작 및 배급업,2019-10-29
272110,케이엔제이,KOSDAQ,반도체 제조업,2019-10-25
317870,엔바이오니아,KOSDAQ,그외 기타 제품 제조업,2019-10-24
318010,팜스빌,KOSDAQ,기타 식품 제조업,2019-10-22
300120,라온피플,KOSDAQ,소프트웨어 개발 및 공급업,2019-10-18
158430,아톤,KOSDAQ,소프트웨어 개발 및 공급업,2019-10-17
234690,녹십자웰빙,KOSDAQ,의약품 제조업,2019-10-14
332290,누보,KOSDAQ,비료  농약 및 살균  살충제 제조업,2019-10-11
331380,포커스에이아이,KOSDAQ,영상 및 음향기기 제조업,2019-10-02
244460,올리패스,KOSDAQ,기초 의약물질 제조업,2019-09-20
317120,라닉스,KOSDAQ,반도체 제조업,2019-09-18
320000,한울반도체,KOSDAQ,특수 목적용 기계 제조업,2019-09-18
256150,한독크린텍,KOSDAQ,일반 목적용 기계 제조업,2019-09-05
311390,네오크레마,KOSDAQ,기타 식품 제조업,2019-08-22
195500,마니커에프앤지,KOSDAQ,도축  육류 가공 및 저장 처리업,2019-08-20
328380,솔트웨어,KOSDAQ,컴퓨터 프로그래밍  시스템 통합 및 관리업,2019-08-20
286750,나노실리칸첨단소재,KOSDAQ,기초 화학물질 제조업,2019-08-19
317830,에스피시스템스,KOSDAQ,특수 목적용 기계 제조업,2019-08-14
228670,레이,KOSDAQ,의료용 기기 제조업,2019-08-08
186230,그린플러스,KOSDAQ,1차 비철금속 제조업,2019-08-07
282880,코윈로보틱스,KOSDAQ,특수 목적용 기계 제조업,2019-08-05
317330,덕산테코피아,KOSDAQ,기타 화학제품 제조업,2019-08-02
318000,KBG,KOSDAQ,합성고무 및 플라스틱 물질 제조업,2019-08-01
317770,엑스페릭스,KOSDAQ,전자부품 제조업,2019-08-01
148150,세경하이테크,KOSDAQ,전자부품 제조업,2019-07-30
313760,캐리,KOSDAQ,전동기  발전기 및 전기 변환 · 공급 · 제어 장치 제조업,2019-07-25
317850,대모,KOSDAQ,특수 목적용 기계 제조업,2019-07-24
241840,에이스토리,KOSDAQ,영화  비디오물  방송프로그램 제작 및 배급업,2019-07-19
300080,플리토,KOSDAQ,자료처리  호스팅  포털 및 기타 인터넷 정보매개 서비스업,2019-07-17
234340,헥토파이낸셜,KOSDAQ,금융 지원 서비스업,2019-07-12
289010,아이스크림에듀,KOSDAQ,서적  잡지 및 기타 인쇄물 출판업,2019-07-11
251970,펌텍코리아,KOSDAQ,플라스틱제품 제조업,2019-07-04
312610,에이에프더블류,KOSDAQ,1차 비철금속 제조업,2019-07-01
323280,태성,KOSDAQ,특수 목적용 기계 제조업,2019-06-24
293780,압타바이오,KOSDAQ,자연과학 및 공학 연구개발업,2019-06-12
308100,형지글로벌,KOSDAQ,섬유  의복  신발 및 가죽제품 소매업,2019-06-10
305090,마이크로디지탈,KOSDAQ,의료용 기기 제조업,2019-06-05
322780,코퍼스코리아,KOSDAQ,영화  비디오물  방송프로그램 제작 및 배급업,2019-05-31
321260,프로이천,KOSDAQ,반도체 제조업,2019-05-31
253840,수젠텍,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,2019-05-28
307930,컴퍼니케이,KOSDAQ,기타 금융업,2019-05-23
319660,피에스케이,KOSDAQ,특수 목적용 기계 제조업,2019-05-10
319400,현대무벡스,KOSDAQ,일반 목적용 기계 제조업,2019-05-08
317240,TS트릴리온,KOSDAQ,기타 화학제품 제조업,2019-04-29
125210,아모그린텍,KOSDAQ,전자부품 제조업,2019-03-29
228760,지노믹트리,KOSDAQ,자연과학 및 공학 연구개발업,2019-03-27
099750,이지케어텍,KOSDAQ,소프트웨어 개발 및 공급업,2019-03-22
100790,미래에셋벤처투자,KOSDAQ,기타 금융업,2019-03-15
247540,에코프로비엠,KOSDAQ,일차전지 및 이차전지 제조업,2019-03-05
299660,셀리드,KOSDAQ,자연과학 및 공학 연구개발업,2019-02-20
278280,천보,KOSDAQ,기초 화학물질 제조업,2019-02-11
246960,SCL사이언스,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,2019-02-01
104620,노랑풍선,KOSDAQ,여행사 및 기타 여행보조 서비스업,2019-01-30
053580,웹케시,KOSDAQ,소프트웨어 개발 및 공급업,2019-01-25
238200,비피도,KOSDAQ,기타 식품 제조업,2018-12-26
263050,유틸렉스,KOSDAQ,기초 의약물질 제조업,2018-12-24
290550,디케이티,KOSDAQ,전자부품 제조업,2018-12-21
307180,아이엘,KOSDAQ,전구 및 조명장치 제조업,2018-12-21
310200,애니플러스,KOSDAQ,영화  비디오물  방송프로그램 제작 및 배급업,2018-12-21
310870,디와이씨,KOSDAQ,자동차 신품 부품 제조업,2018-12-20
309930,조이웍스앤코,KOSDAQ,기타 생활용품 소매업,2018-12-20
307750,국전,KOSDAQ,의약품 제조업,2018-12-19
298380,에이비엘바이오,KOSDAQ,기초 의약물질 제조업,2018-12-19
100590,머큐리,KOSDAQ,통신 및 방송 장비 제조업,2018-12-14
110020,전진바이오팜,KOSDAQ,기타 화학제품 제조업,2018-12-14
270870,뉴트리,KOSDAQ,기타 식품 제조업,2018-12-13
307870,비투엔,KOSDAQ,소프트웨어 개발 및 공급업,2018-12-12
302430,이노메트리,KOSDAQ,특수 목적용 기계 제조업,2018-12-12
290120,DH오토리드,KOSDAQ,자동차 신품 부품 제조업,2018-12-07
128540,에코캡,KOSDAQ,자동차 신품 부품 제조업,2018-12-05
307280,원바이오젠,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,2018-12-05
900340,윙입푸드,KOSDAQ,기타 금융업,2018-11-30
111710,남화산업,KOSDAQ,스포츠 서비스업,2018-11-29
179290,엠아이텍,KOSDAQ,의료용 기기 제조업,2018-11-29
117730,티로보틱스,KOSDAQ,특수 목적용 기계 제조업,2018-11-29
290660,다이나믹솔루션,KOSDAQ,의료용 기기 제조업,2018-11-28
246710,티앤알바이오팹,KOSDAQ,기초 의약물질 제조업,2018-11-28
263690,디알젬,KOSDAQ,의료용 기기 제조업,2018-11-22
217330,싸이토젠,KOSDAQ,자연과학 및 공학 연구개발업,2018-11-22
027360,아주IB투자,KOSDAQ,기타 금융업,2018-11-21
263020,디케이앤디,KOSDAQ,플라스틱제품 제조업,2018-11-20
194700,노바렉스,KOSDAQ,기타 식품 제조업,2018-11-14
290670,대보마그네틱,KOSDAQ,기타 전기장비 제조업,2018-11-06
285490,노바텍,KOSDAQ,그외 기타 제품 제조업,2018-11-02
290650,엘앤씨바이오,KOSDAQ,의약품 제조업,2018-11-01
306620,지아이에스,KOSDAQ,특수 목적용 기계 제조업,2018-10-31
108490,로보티즈,KOSDAQ,특수 목적용 기계 제조업,2018-10-26
153710,옵티팜,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,2018-10-26
288620,에스프리즘,KOSDAQ,전동기  발전기 및 전기 변환 · 공급 · 제어 장치 제조업,2018-10-15
293580,나우IB,KOSDAQ,기타 금융업,2018-10-04
290720,푸드나무,KOSDAQ,무점포 소매업,2018-10-04
110790,크리스에프앤씨,KOSDAQ,봉제의복 제조업,2018-10-01
299170,더블유에스아이,KOSDAQ,생활용품 도매업,2018-09-21
219750,한국비티비,KOSDAQ,의료용 기기 제조업,2018-09-21
291230,컴투스엔,KOSDAQ,기타 사업지원 서비스업,2018-09-13
257370,피엔티엠에스,KOSDAQ,특수 목적용 기계 제조업,2018-09-13
197140,디지캡,KOSDAQ,소프트웨어 개발 및 공급업,2018-09-07
303030,지니틱스,KOSDAQ,반도체 제조업,2018-08-30
290740,액트로,KOSDAQ,전자부품 제조업,2018-08-28
173130,오파스넷,KOSDAQ,컴퓨터 프로그래밍  시스템 통합 및 관리업,2018-08-24
089970,브이엠,KOSDAQ,특수 목적용 기계 제조업,2018-08-23
086820,바이오솔루션,KOSDAQ,기초 의약물질 제조업,2018-08-20
110990,디아이티,KOSDAQ,특수 목적용 기계 제조업,2018-08-07
275630,에스에스알,KOSDAQ,소프트웨어 개발 및 공급업,2018-08-06
290270,휴네시온,KOSDAQ,소프트웨어 개발 및 공급업,2018-08-02
080720,한국유니온제약,KOSDAQ,의약품 제조업,2018-07-26
204020,그리티,KOSDAQ,봉제의복 제조업,2018-07-23
297570,아틀라스링크,KOSDAQ,통신 및 방송 장비 제조업,2018-07-20
226950,올릭스,KOSDAQ,자연과학 및 공학 연구개발업,2018-07-18
175250,아이큐어,KOSDAQ,기타 화학제품 제조업,2018-07-12
289080,SV인베스트먼트,KOSDAQ,기타 금융업,2018-07-06
245620,EDGC,KOSDAQ,자연과학 및 공학 연구개발업,2018-06-26
284620,카이노스메드,KOSDAQ,자연과학 및 공학 연구개발업,2018-06-08
037030,파워넷,KOSDAQ,전동기  발전기 및 전기 변환 · 공급 · 제어 장치 제조업,2018-06-07
016790,현대사료,KOSDAQ,동물용 사료 및 조제식품 제조업,2018-06-01
258830,세종메디칼,KOSDAQ,의료용 기기 제조업,2018-05-29
122310,제노레이,KOSDAQ,의료용 기기 제조업,2018-05-28
950170,JTC,KOSDAQ,종합 소매업,2018-04-06
253590,네오셈,KOSDAQ,특수 목적용 기계 제조업,2018-04-04
263700,케어랩스,KOSDAQ,광고업,2018-03-28
277070,린드먼아시아,KOSDAQ,신탁업 및 집합투자업,2018-03-14
226400,오스테오닉,KOSDAQ,의료용 기기 제조업,2018-02-22
183490,엔지켐생명과학,KOSDAQ,기초 의약물질 제조업,2018-02-21
006620,동구바이오제약,KOSDAQ,의약품 제조업,2018-02-13
154030,아시아종묘,KOSDAQ,작물 재배업,2018-02-12
260660,알리코제약,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,2018-02-12
042000,카페24,KOSDAQ,자료처리  호스팅  포털 및 기타 인터넷 정보매개 서비스업,2018-02-08
219420,링크제니시스,KOSDAQ,소프트웨어 개발 및 공급업,2018-02-05
267790,배럴,KOSDAQ,봉제의복 제조업,2018-02-01
255220,SG,KOSDAQ,기타 비금속 광물제품 제조업,2018-01-26
264660,씨앤지하이테크,KOSDAQ,특수 목적용 기계 제조업,2018-01-25
187870,디바이스,KOSDAQ,특수 목적용 기계 제조업,2017-12-20
281740,레이크머티리얼즈,KOSDAQ,기타 화학제품 제조업,2017-12-12
260930,씨티케이,KOSDAQ,기타 화학제품 제조업,2017-12-07
241770,메카로,KOSDAQ,반도체 제조업,2017-12-06
234300,에스트래픽,KOSDAQ,컴퓨터 프로그래밍  시스템 통합 및 관리업,2017-12-05
066360,체리부로,KOSDAQ,도축  육류 가공 및 저장 처리업,2017-12-04
007680,대원,KOSDAQ,건물 건설업,2017-12-01
253450,스튜디오드래곤,KOSDAQ,영화  비디오물  방송프로그램 제작 및 배급업,2017-11-24
950160,코오롱티슈진,KOSDAQ,기초 의약물질 제조업,2017-11-06
265560,영화테크,KOSDAQ,자동차 신품 부품 제조업,2017-10-26
234100,폴라리스세원,KOSDAQ,자동차 신품 부품 제조업,2017-10-20
263810,상신전자,KOSDAQ,전자부품 제조업,2017-10-16
255440,야스,KOSDAQ,특수 목적용 기계 제조업,2017-09-29
277410,인산가,KOSDAQ,기타 식품 제조업,2017-09-29
263920,휴엠앤씨,KOSDAQ,그외 기타 제품 제조업,2017-09-28
243840,신흥에스이씨,KOSDAQ,일차전지 및 이차전지 제조업,2017-09-27
179900,유티아이,KOSDAQ,전자부품 제조업,2017-09-27
171090,선익시스템,KOSDAQ,특수 목적용 기계 제조업,2017-09-20
259630,엠플러스,KOSDAQ,특수 목적용 기계 제조업,2017-09-20
174900,앱클론,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,2017-09-18
263750,펄어비스,KOSDAQ,소프트웨어 개발 및 공급업,2017-09-14
256940,킵스파마,KOSDAQ,의약품 제조업,2017-09-06
263600,덕우전자,KOSDAQ,전자부품 제조업,2017-08-28
270520,앱튼,KOSDAQ,건축기술  엔지니어링 및 관련 기술 서비스업,2017-08-22
258610,케일럼,KOSDAQ,구조용 금속제품  탱크 및 증기발생기 제조업,2017-08-22
140670,알에스오토메이션,KOSDAQ,전자부품 제조업,2017-08-11
900310,컬러레이,KOSDAQ,기타 금융업,2017-08-10
273060,와이즈버즈,KOSDAQ,광고업,2017-08-07
118990,모트렉스,KOSDAQ,자동차 신품 부품 제조업,2017-08-04
263800,데이타솔루션,KOSDAQ,기계장비 및 관련 물품 도매업,2017-08-03
263860,지니언스,KOSDAQ,소프트웨어 개발 및 공급업,2017-08-02
263720,디앤씨미디어,KOSDAQ,서적  잡지 및 기타 인쇄물 출판업,2017-08-01
238490,힘스,KOSDAQ,특수 목적용 기계 제조업,2017-07-20
251630,브이원텍,KOSDAQ,특수 목적용 기계 제조업,2017-07-13
227610,아우딘퓨쳐스,KOSDAQ,기타 화학제품 제조업,2017-07-12
272290,이녹스첨단소재,KOSDAQ,전자부품 제조업,2017-07-10
003380,하림지주,KOSDAQ,기타 금융업,2017-06-30
261200,덴티스,KOSDAQ,의료용 기기 제조업,2017-06-26
267320,나인테크,KOSDAQ,특수 목적용 기계 제조업,2017-06-22
250000,보라티알,KOSDAQ,음·식료품 및 담배 도매업,2017-06-08
267980,매일유업,KOSDAQ,동·식물성 유지 및 낙농제품 제조업,2017-06-05
225190,LK삼양,KOSDAQ,사진장비 및 광학기기 제조업,2017-06-02
264850,이랜시스,KOSDAQ,전자부품 제조업,2017-06-01
161580,필옵틱스,KOSDAQ,특수 목적용 기계 제조업,2017-06-01
256630,포인트엔지니어링,KOSDAQ,기타 금속 가공제품 제조업,2017-05-02
166090,하나머티리얼즈,KOSDAQ,반도체 제조업,2017-04-28
258790,소프트캠프,KOSDAQ,소프트웨어 개발 및 공급업,2017-04-27
251370,와이엠티,KOSDAQ,기초 화학물질 제조업,2017-04-27
265520,AP시스템,KOSDAQ,특수 목적용 기계 제조업,2017-04-07
263770,유에스티,KOSDAQ,1차 철강 제조업,2017-04-06
063760,이엘피,KOSDAQ,측정  시험  항해  제어 및 기타 정밀기기 제조업; 광학기기 제외,2017-04-06
264450,유비쿼스,KOSDAQ,통신 및 방송 장비 제조업,2017-03-31
178320,서진시스템,KOSDAQ,기타 전기장비 제조업,2017-03-27
183300,코미코,KOSDAQ,특수 목적용 기계 제조업,2017-03-23
246720,아스타,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,2017-03-20
217480,에스디생명공학,KOSDAQ,기타 화학제품 제조업,2017-03-02
002800,신신제약,KOSDAQ,의약품 제조업,2017-02-28
083500,에프엔에스테크,KOSDAQ,특수 목적용 기계 제조업,2017-02-27
087260,모바일어플라이언스,KOSDAQ,소프트웨어 개발 및 공급업,2017-02-24
241820,피씨엘,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,2017-02-23
140070,서플러스글로벌,KOSDAQ,기계장비 및 관련 물품 도매업,2017-01-25
206650,유바이오로직스,KOSDAQ,의약품 제조업,2017-01-24
256840,한국비엔씨,KOSDAQ,기초 의약물질 제조업,2016-12-28
241520,DSC인베스트먼트,KOSDAQ,신탁업 및 집합투자업,2016-12-19
246690,TS인베스트먼트,KOSDAQ,신탁업 및 집합투자업,2016-12-15
147760,피엠티,KOSDAQ,측정  시험  항해  제어 및 기타 정밀기기 제조업; 광학기기 제외,2016-12-12
196300,HLB펩,KOSDAQ,기초 의약물질 제조업,2016-12-07
203450,유니온바이오메트릭스,KOSDAQ,통신 및 방송 장비 제조업,2016-12-07
215600,신라젠,KOSDAQ,자연과학 및 공학 연구개발업,2016-12-06
254120,자비스,KOSDAQ,특수 목적용 기계 제조업,2016-12-02
241790,티이엠씨씨엔에스,KOSDAQ,특수 목적용 기계 제조업,2016-12-01
220100,퓨쳐켐,KOSDAQ,의약품 제조업,2016-12-01
144960,뉴파워프라즈마,KOSDAQ,특수 목적용 기계 제조업,2016-11-30
156100,엘앤케이바이오,KOSDAQ,의료용 기기 제조업,2016-11-30
220180,폴라리스AI핸디,KOSDAQ,소프트웨어 개발 및 공급업,2016-11-24
237880,클리오,KOSDAQ,기타 화학제품 제조업,2016-11-09
900300,오가닉티코스메틱,KOSDAQ,기타 금융업,2016-11-04
238120,얼라인드,KOSDAQ,사진장비 및 광학기기 제조업,2016-11-03
252500,세화피앤씨,KOSDAQ,기타 화학제품 제조업,2016-11-02
216050,인크로스,KOSDAQ,광고업,2016-10-31
239610,에이치엘사이언스,KOSDAQ,기타 식품 제조업,2016-10-28
241710,코스메카코리아,KOSDAQ,기타 화학제품 제조업,2016-10-28
900290,GRT,KOSDAQ,기타 금융업,2016-10-25
189300,인텔리안테크,KOSDAQ,통신 및 방송 장비 제조업,2016-10-18
072990,에이치시티,KOSDAQ,기타 과학기술 서비스업,2016-10-17
950140,잉글우드랩,KOSDAQ,기타 화학제품 제조업,2016-10-14
238090,앤디포스,KOSDAQ,플라스틱제품 제조업,2016-10-12
050960,수산아이앤티,KOSDAQ,소프트웨어 개발 및 공급업,2016-10-11
201490,미투온,KOSDAQ,소프트웨어 개발 및 공급업,2016-10-10
250930,예선테크,KOSDAQ,플라스틱제품 제조업,2016-09-29
241690,유니테크노,KOSDAQ,자동차 신품 부품 제조업,2016-09-20
250060,모비스,KOSDAQ,컴퓨터 프로그래밍  시스템 통합 및 관리업,2016-09-08
242040,나무AX,KOSDAQ,소프트웨어 개발 및 공급업,2016-09-07
234920,자이글,KOSDAQ,가정용 기기 제조업,2016-09-06
900270,헝셩그룹,KOSDAQ,기타 금융업,2016-08-18
208860,다산디엠씨,KOSDAQ,소프트웨어 개발 및 공급업,2016-07-28
073560,우리손에프앤지,KOSDAQ,도축  육류 가공 및 저장 처리업,2016-07-27
123010,MSDI,KOSDAQ,전자부품 제조업,2016-07-20
142760,모아라이프플러스,KOSDAQ,자연과학 및 공학 연구개발업,2016-07-07
237750,피앤씨테크,KOSDAQ,전동기  발전기 및 전기 변환 · 공급 · 제어 장치 제조업,2016-07-04
900260,로스웰,KOSDAQ,기타 금융업,2016-06-30
237690,에스티팜,KOSDAQ,의약품 제조업,2016-06-23
144510,지씨셀,KOSDAQ,그외 기타 전문  과학 및 기술 서비스업,2016-06-23
148250,알엔투테크놀로지,KOSDAQ,전자부품 제조업,2016-06-22
239340,이스트에이드,KOSDAQ,자료처리  호스팅  포털 및 기타 인터넷 정보매개 서비스업,2016-06-09
243070,휴온스,KOSDAQ,의약품 제조업,2016-06-03
240810,원익IPS,KOSDAQ,특수 목적용 기계 제조업,2016-05-02
228850,레이언스,KOSDAQ,의료용 기기 제조업,2016-04-11
228340,동양파일,KOSDAQ,시멘트  석회  플라스터 및 그 제품 제조업,2016-04-06
